"","age_category","author","availability","core","id","in_degree","is_cited","is_citing","lb","out_degree","place","publ_country","publ_language","title","type_category","year","topicality_final","topicality","bridging_final","community_max"
"UMC0381454","3.0","Pullan, Brian","2","True","8228","17","True","False","False","0","Cambridge (Mass","GB","eng","Rich and poor in Renaissance Venice : the social institutions of a catholic State, to 1620","3.0","1971.0","-0.016728002676480447","0.9016393442622951","-0.3332218133154901","history"
"UTO0908099","2.0","Simonsfeld, Henry","4","True","1468","31","True","False","False","0","Stuttgart","DE","ger","Der Fondaco dei Tedeschi in Venedig und die Deutsch-Venetianischen Handelsbeziehungen : eine historische Skizze","3.0","1887.0","0.10769230769230764","0.8769230769230769","-0.18333333333333335","history"
"VEA0001307","3.0","Lorenzetti, Giulio","61","True","22154","16","True","False","False","0","Trieste","IT","ita","Venezia e il suo estuario : guida storico-artistica","2.0","1974.0","0.2615384615384616","0.8","-0.1282051282051282","history"
"VEA0003638","3.0","Tucci, Ugo","151","True","9845","17","True","False","False","0","Bologna","IT","ita","Mercanti, navi, monete nel Cinquecento veneziano","3.0","1981.0","0.16666666666666663","0.9166666666666666","-0.3222222222222223","history"
"VEA0004634","3.0","Zanetti, Antonio Maria","14","True","29936","11","True","False","False","0","Venezia","IT","ita","Della pittura veneziana e delle opere pubbliche de' veneziani maestri libri 5","3.0","1972.0","-0.4032258064516129","0.5","0.5846774193548387","architecture"
"VEA0005411","3.0","Fontana, Gianjacopo","14","True","5925","30","True","False","False","0","Venezia","IT","ita","Venezia monumentale : i palazzi","3.0","1967.0","0.126567512394284","0.7407407407407407","-0.14061436764848834","architecture"
"VEA0006839","3.0","a cura di Italo Pavanello","62","True","3007","10","True","False","False","0","Roma","IT","ita","I catasti storici di Venezia : 1808-1913","1.0","1981.0","0.1853146853146853","0.9545454545454546","-0.22027972027972026","architecture"
"VEA0007780","3.0","Martin, Ruth","8","True","22802","10","True","True","True","81","Oxford","GB","eng","Witchcraft and the Inquisition in Venice 1550-1650","3.0","1989.0","0.045454545454545414","1.0","-0.6136363636363636","history"
"VEA0008445","3.0","Coco, Carla","42","True","30463","10","True","False","False","0","Venezia","IT","ita","Baili veneziani alla Sublime Porta : storia e caratteristiche dell'ambasciata veneta a Costantinopoli","3.0","1985.0","0.2857142857142857","1.0","-0.30357142857142855","history"
"VEA0010800","3.0","sotto la direzione di Rodolfo Pallucchini","37","True","4362","11","True","False","False","0","Venezia","IT","ita","Gli affreschi nelle ville venete : dal Seicento all'Ottocento","3.0","1978.0","0.09722222222222221","0.875","0.0717592592592593","arts"
"VEA0012884","3.0","Corner, Flaminio","7","True","14997","11","True","False","False","0","Bologna","IT","ita","Notizie storiche delle chiese e monasteri di Venezia e di Torcello","3.0","1990.0","-0.32480818414322243","0.5882352941176471","0.5959079283887468","history"
"VEA0014233","3.0","Tassini, Giuseppe","40","True","1880","25","True","False","False","0","Venezia","IT","ita","Curiosita veneziane, ovvero origini delle denominazioni stradali di Venezia","3.0","1970.0","0.06805194805194803","0.9771428571428571","-0.22279220779220776","history"
"VEA0014374","3.0","Howard, Deborah","10","True","33861","22","True","False","False","0","New Haven","GB","eng","Jacopo Sansovino : architecture and patronage in Renaissance Venice","3.0","1975.0","0.044871794871794934","0.5833333333333334","0.23798076923076927","history"
"VEA0015231","3.0","Manfredo Tafuri (a cura","45","True","20935","30","True","False","False","0","Roma","IT","ita","Renovatio urbis : Venezia nell'età di Andrea Gritti (1523-1538","3.0","1984.0","-0.2884574125724094","0.5759493670886076","0.06343417006364871","history"
"VEA0015546","3.0","Muratori, Saverio","30","True","8698","28","True","False","False","0","Roma","IT","ita","Studi per una operante storia urbana di Venezia","3.0","1960.0","0.10636675562333209","0.7459016393442623","0.008577964163172025","architecture"
"VEA0018926","3.0","Beltrami, Daniele","46","True","36828","93","True","False","False","0","Padova","IT","ita","Storia della popolazione di Venezia dalla fine del secolo 16. alla caduta della repubblica","3.0","1954.0","0.10020415570274921","0.9179611650485436","-0.21339974334711653","history"
"VEA0021495","3.0","Concina, Ennio","10","True","31768","14","True","False","False","0","Venise","IT","fre","Structure urbaine et fonctions des batiments du 16. aux 19. siecle : una recherche a Venise","3.0","1982.0","-0.4161290322580645","0.4838709677419355","0.155241935483871","architecture"
"VEA0021722","3.0","Setton, Kenneth M","28","True","26226","19","True","False","False","0","Philadelphia","US","eng","The Papacy and the Levant (1204-1571","3.0","1976.0","0.024615623544028575","0.9927007299270073","-0.3067634725889113","history"
"VEA0022345","3.0","Da Mosto, Andrea","48","True","3004","21","True","False","False","0","Firenze","IT","ita","I Dogi di Venezia nella vita pubblica e privata","3.0","1977.0","0.2463460005314908","0.7746478873239436","-0.19970768004251926","history"
"VEA0029696","3.0","Rizzi, Alberto","129","True","19397","13","True","False","False","0","Venezia","IT","ita","Vere da pozzo di Venezia : i puteali pubblici di Venezia e della sua laguna","3.0","1981.0","0.09954751131221728","0.9230769230769231","-0.1470588235294118","architecture"
"VEA0035067","3.0","Humfrey, Peter","18","True","13669","13","True","False","False","0","Cambridge","GB","eng","Cima da Conegliano","3.0","1983.0","0.0","0.9032258064516129","-0.016129032258064502","arts"
"VEA0036095","3.0","Dellwing, Herbert","18","True","27707","11","True","False","False","0","Munchen","DE","ger","Studien zur Baukunst der Bettelorden im Veneto : die Gotik der monumentalen Gewolbebasiliken","3.0","1970.0","-0.16666666666666663","0.8333333333333334","0.3392857142857143","architecture"
"VEA0036650","3.0","Bassi, Elena","46","True","16600","44","True","False","False","0","Venezia","IT","ita","Palazzi di Venezia :  admiranda urbis Venetae","3.0","1976.0","0.13322326644653282","0.8064516129032258","-0.2817077300821268","architecture"
"VEA0037092","3.0","Padoan, Giorgio","65","True","23536","11","True","False","False","0","Padova","IT","ita","Momenti del Rinascimento veneto","3.0","1978.0","-0.052473763118440875","0.9130434782608695","0.21289355322338827","history"
"VEA0039294","3.0","a cura di! Giorgio Gianighian, Paola Pavanini","50","True","24993","29","True","False","True","0","Venezia","IT","ita","Dietro i palazzi: tre secoli di architettura minore a Venezia: 1492-1803","3.0","1984.0","-0.09826589595375712","0.7861271676300579","-0.1560693641618498","architecture"
"VEA0040667","3.0","Rosand, David","12","True","7641","15","True","False","False","0","New Haven","US","eng","Painting in Cinquecento Venice : Titian, Veronese, Tintoretto","3.0","1982.0","-0.24375000000000002","0.65625","0.484375","arts"
"VEA0041253","3.0","Tassini, Giuseppe","30","True","31341","10","True","False","False","0","Venezia","IT","ita","Cenni storici e leggi circa il libertinaggio in Venezia : dal secolo decimoquarto alla caduta della Repubblica","3.0","1968.0","0.4655172413793104","0.9655172413793104","-1.0574712643678161","history"
"VEA0041967","3.0","Sohm, Philip Lindsay","5","True","12107","11","True","False","False","0","New York & London","US","eng","The Scuola Grande di San Marco : 1437-1550","3.0","1982.0","0.04166666666666663","0.875","-0.20138888888888884","arts"
"VEA0042512","3.0","Fedalto, Giorgio","47","True","19786","19","True","False","False","0","Firenze","IT","ita","Ricerche storiche sulla posizione giuridica ed ecclesiastica dei Greci a Venezia nei secoli 15. e 16","3.0","1967.0","0.43243243243243246","1.0","-0.6379566379566379","history"
"VEA0043227","3.0","Romanelli, Giandomenico","60","True","18281","45","True","True","True","199","Roma","IT","ita","Venezia Ottocento : materiali per una storia architettonica e urbanistica della città nel secolo 19","3.0","1977.0","-0.11139365621349628","0.7047353760445683","0.14798274777608056","architecture"
"VEA0045659","3.0","Gramigna, Silvia","110","True","21341","50","True","True","True","32","Venezia","IT","ita","Scuole di arti mestieri e devozione a Venezia","3.0","1981.0","-0.05137472762023754","0.6340852130325815","0.1390531224202941","history"
"VEA0045941","3.0","Schulz, Anne Markham","14","True","4199","16","True","False","False","0","Princeton","US","eng","Antonio Rizzo : sculptor and architect","3.0","1983.0","-0.380708294501398","0.5675675675675675","0.45340167753960864","architecture"
"VEA0046187","3.0","Humfrey, Peter","19","True","29369","11","True","True","True","252","New Haven","US","eng","The altarpiece in Renaissance Venice","3.0","1993.0","-0.04385964912280704","0.7894736842105263","0.08625730994152037","architecture"
"VEA0046503","3.0","Goy, Richard John","10","True","10684","12","True","True","True","58","Cambridge","GB","eng","The house of gold : building a palace in Medieval Venice","3.0","1992.0","0.08823529411764708","0.5882352941176471","0.4426470588235294","architecture"
"VEA0046545","3.0","Fiocco, Giuseppe","58","True","29671","10","True","False","False","0","Vicenza","IT","ita","Alvise Cornaro : il suo tempo e le sue opere","3.0","1965.0","-0.23076923076923073","0.7692307692307693","0.043589743589743546","architecture"
"VEA0046729","3.0","Lewis, Douglas","6","True","1742","16","True","False","False","0","New York","US","eng","The late baroque churches of Venice","3.0","1979.0","-0.18918918918918926","0.5675675675675675","0.06756756756756765","arts"
"VEA0047374","3.0","Maretto, Paolo","22","True","9171","11","True","False","False","0","Venezia","IT","ita","L'edilizia gotica veneziana","3.0","1978.0","0.09677419354838712","1.0","-0.34050179211469533","architecture"
"VEA0047903","3.0","Gemin, Massimo","31","True","8541","11","True","False","False","0","Venezia","IT","ita","Giambattista Tiepolo : i dipinti, opera completa","3.0","1993.0","0.2777777777777778","0.7777777777777778","-0.38148148148148153","arts"
"VEA0048128","2.0","a cura del Ministero delle comunicazioni, Direzione generale delle poste e telegrafi","27","True","34618","12","True","False","False","0","Venezia","IT","ita","Il Fondaco nostro dei Tedeschi","3.0","1941.0","0.0892857142857143","0.7142857142857143","0.3258928571428572","architecture"
"VEA0048423","3.0","Tabacco, Giovanni","49","True","20903","14","True","True","True","24","Udine","IT","ita","Andrea Tron e la crisi dell'aristocrazia senatoria a Venezia","3.0","1980.0","0.32258064516129037","1.0","-0.3709677419354839","history"
"VEA0049893","3.0","Lorenzetti, Giulio","13","True","31969","13","True","False","False","0","Roma","IT","ita","Venezia e il suo estuario : guida storico-artistica","2.0","1956.0","-0.572972972972973","0.4","0.8738738738738738","architecture"
"VEA0050841","3.0","Concina, Ennio","35","True","31646","13","True","True","True","68","Treviso","IT","ita","Chioggia : saggio di storia urbanistica dalla formazione al 1870","3.0","1977.0","0.06349206349206349","0.7777777777777778","-0.32539682539682546","history"
"VEA0051426","3.0","Zuccolo, Giovanni","49","True","16972","15","True","False","False","0","Venezia","IT","ita","Rapporti e studi","3.0","1975.0","0.6666666666666667","1.0","-0.32222222222222224","architecture"
"VEA0052369","3.0","Muraro, Michelangelo","15","True","1044","17","True","False","False","0","Firenze","IT","ita","Nuova guida di Venezia e delle sue isole","2.0","1953.0","-0.25210084033613445","0.5714285714285714","-0.025510204081632626","arts"
"VEA0052517","2.0","Cessi, Roberto","51","True","16279","53","True","False","False","0","Bologna","IT","ita","Rialto : l'isola, il ponte, il mercato","3.0","1934.0","-0.032800422357894155","0.7283236994219653","-0.01991986029700432","history"
"VEA0052544","2.0","Gerola, Giuseppe","28","True","776","10","True","False","False","0","Venezia","IT","ita","Monumenti veneti nell'isola di Creta","2.0","","0.07142857142857145","0.5","-0.40476190476190477","architecture"
"VEA0052564","3.0","a cura di Lionello Puppi, Giandomenico Romanelli","51","True","6968","18","True","True","True","119","Milano","IT","ita","Le Venezie possibili : da Palladio a Le Corbusier","3.0","1985.0","0.10952380952380947","0.9428571428571428","-0.12116402116402114","architecture"
"VEA0052910","2.0","Lorenzetti, Giulio","19","True","8600","12","True","False","False","0","Venezia","IT","ita","La collezione dei Conti Donà dalle Rose a Venezia","2.0","1934.0","-0.06229143492769751","0.9032258064516129","-0.09065628476084531","arts"
"VEA0052923","2.0","Brunelli, Bruno","35","True","32763","10","True","False","False","0","Milano","IT","ita","Ville del Brenta e degli Euganei","3.0","1931.0","0.2823529411764706","0.8823529411764706","-0.32647058823529407","arts"
"VEA0053033","3.0","Sansovino, Francesco","21","True","37621","16","True","False","False","0","Venezia","IT","ita","Venetia citta nobilissima et singolare","1.0","1968.0","-0.11707317073170731","0.6829268292682927","0.1967479674796747","history"
"VEA0053053","3.0","Beltrami, Daniele","61","True","36857","22","True","False","False","0","Venezia","IT","ita","Saggio di storia dell'agricoltura nella Repubblica di Venezia durante l'eta moderna","3.0","1955.0","0.18930799773114004","0.9941860465116279","-0.7431934203062961","history"
"VEA0053064","3.0","Finlay, Robert","10","True","22466","20","True","False","False","0","London","GB","eng","Politics in Renaissance Venice","3.0","1980.0","0.19285714285714284","0.9428571428571428","-0.29940476190476195","history"
"VEA0053396","3.0","Grevembroch, Giovanni","16","True","33068","18","True","False","False","0","Venezia","IT","ita","Gli abiti de veneziani di quasi ogni eta con diligenza raccolti e dipinti nel secolo 18","3.0","1981.0","0.09340659340659341","0.7857142857142857","-0.3206043956043956","history"
"VEA0053539","3.0","Boschini, Marco","19","True","35600","27","True","False","False","0","Venezia","IT","ita","La carta del navegar pitoresco","3.0","1965.0","0.10003485535029633","0.8947368421052632","-0.06971070059254103","architecture"
"VEA0053602","3.0","Wolters, Wolfgang","11","True","17787","20","True","False","False","0","Wiesbaden","DE","ger","Der Bilderschmuck des Dogenpalastes : Untersuchungen zur Selbstdarstellung der Republik Venedig im 16. Jahrhundert","3.0","1983.0","-0.2198142414860681","0.4117647058823529","0.20278637770897834","architecture"
"VEA0053822","3.0","a cura di Raimondo Morozzo Della Rocca","52","True","23494","12","True","False","False","0","Venezia","IT","ita","Lettere di mercanti a Pignol Zucchello, 1336-1350","1.0","1957.0","0.03448275862068961","1.0","-0.5440613026819923","history"
"VEA0054126","2.0","Marzemin, Giuseppe","19","True","32845","12","True","False","False","0","Venezia","IT","ita","Le abbazie veneziane dei SS. Ilario e Benedetto e di S. Gregorio : note storiche artistiche archeologiche","3.0","1912.0","0.20123839009287925","0.7894736842105263","0.241486068111455","history"
"VEA0054297","2.0","Levi, Cesare Augusto","16","True","30920","18","True","False","False","0","Venezia","IT","ita","I campanili di Venezia : notizie storiche","3.0","1890.0","0.0","0.9565217391304348","-0.17391304347826086","architecture"
"VEA0054595","3.0","Damerini, Gino","48","True","23741","13","True","False","False","0","Venezia","IT","ita","L'isola e il cenobio di San Giorgio Maggiore","3.0","1956.0","-0.5545454545454546","0.4","0.7196969696969696","architecture"
"VEA0056566","2.0","Lorenzetti, Giulio","33","True","23784","11","True","False","False","0","Venezia","IT","ita","Itinerario sansoviniano a Venezia : in occasione della traslazione dei resti mortali di Jacopo Sansovino in Basilica di San Marco ricorrendo il quarto centenario della sua nomina a ""proto"" della Procuratia, 1529 1929","3.0","1929.0","0.32793522267206476","0.7894736842105263","-0.2834008097165993","architecture"
"VEA0057410","2.0","Mothes, Oscar","8","True","17855","14","True","False","False","0","Leipzig","DE","ger","Geschichte der Baukunst und Bildhauerei","3.0","","0.11397058823529416","0.9375","-0.3903186274509804","architecture"
"VEA0058116","3.0","Zorzi, Alvise","27","True","33090","16","True","False","False","0","Milano","IT","ita","Venezia scomparsa","3.0","1977.0","-0.4493603411513859","0.5357142857142857","0.7593283582089552","architecture"
"VEA0058146","3.0","a cura di Nelli-Elena Vanzan Marchini","36","True","33081","10","True","True","True","203","Venezia","IT","ita","La memoria della salute: Venezia e il suo ospedale dal 16. al 20. secolo","3.0","1985.0","0.04901960784313719","0.8823529411764706","0.5735294117647058","history"
"VEA0062044","3.0","Franzoi, Umberto","21","True","18252","65","True","False","False","0","Venezia","IT","ita","Le chiese di Venezia","3.0","1975.0","-0.08549455097254788","0.5735963581183612","0.1938405297282383","architecture"
"VEA0063219","1.0","Albrizzi, Giovanni Battista","2","True","27432","10","True","False","False","0","Venezia","IT","ita","Forestiero illuminato intorno le cose piu rare e curiose antiche e moderne della citta di Venezia e delle isole circonvicine","1.0","","0.0","0.9545454545454546","-0.022727272727272707","architecture"
"VEA0068763","2.0","a cura di Roberto Cessi","61","True","29867","11","True","False","False","0","Roma","IT","lat","Origo civitatum Italie seu Venetiarum : (Chronicon Altinate et Chronicon Gradense","1.0","1933.0","0.21052631578947367","1.0","-0.6308479532163742","history"
"VEA0071521","2.0","Agnoletti, Carlo","24","True","12095","11","True","False","False","0","Treviso","IT","ita","Treviso e le sue pievi : illustrazione storica nel 15. centenario dalla costituzione del Vescovato trivigiano (396-1896","3.0","","0.07518796992481203","0.7894736842105263","0.12593984962406013","history"
"VEA0071870","2.0","Besta, Enrico","20","True","22998","16","True","False","False","0","Venezia","IT","ita","Il diritto e le leggi civili di Venezia fino al dogado di Enrico Dandolo","3.0","1900.0","0.057446808510638325","0.9574468085106383","0.030585106382978733","history"
"VEA0072654","2.0","Sella, Pietro","60","True","29475","10","True","False","False","0","Città del Vaticano","VA","ita","Glossario latino-italiano : Stato della Chiesa, Veneto, Abruzzi","2.0","1944.0","0.09999999999999998","0.6","0.7166666666666667","history"
"VEA0074913","3.0","Sabbadini, Roberto","54","True","14868","17","True","False","False","0","Udine","IT","ita","L'acquisto della tradizione : tradizione aristocratica e nuova nobilta a Venezia (sec. 17.-18","3.0","1995.0","-0.015306122448979553","0.7346938775510204","-0.028911564625850317","history"
"VEA0076395","3.0","Demus, Otto","25","True","18271","22","True","False","False","0","Chicago","US","eng","The mosaics of San Marco in Venice","3.0","1984.0","-0.22368421052631582","0.5","0.2423245614035089","arts"
"VEA0077116","2.0","a cura del! Comune di Venezia","10","True","24535","17","True","False","False","0","Venezia","IT","ita","Elenco degli edifici monumentali e dei frammenti storici ed artistici della citta di Venezia","2.0","1905.0","-0.16161059018201873","0.7567567567567568","0.3474903474903476","architecture"
"VEA0077125","2.0","Musatti, Eugenio","65","True","7187","12","True","False","False","0","Milano","IT","ita","Storia di Venezia","3.0","","0.13826086956521744","0.9782608695652174","-0.4826086956521739","history"
"VEA0077129","3.0","Concina, Ennio","76","True","11026","11","True","False","False","0","Milano","IT","ita","Storia dell'architettura di Venezia : dal 7. al 20. secolo","3.0","1995.0","0.38473767885532595","0.972972972972973","-0.31558028616852146","architecture"
"VEA0077359","3.0","Luchs, Alison","27","True","12334","11","True","False","True","0","Cambridge","GB","eng","Tullio Lombardo and ideal portrait sculpture in Renaissance Venice, 1490-1530","3.0","1995.0","-0.24025974025974028","0.7142857142857143","-0.04220779220779225","arts"
"VEA0078106","3.0","Manno, Antonio","56","True","10749","13","True","False","False","0","Cittadella","IT","ita","I mestieri di Venezia :  storia, arte e devozione delle corporazioni dal 13. al 18. secolo","3.0","1995.0","-0.4685314685314686","0.45454545454545453","0.6317016317016316","arts"
"VEA0078911","3.0","Museo Correr","21","True","4738","10","True","True","True","18","Venezia","IT","ita","Venezia : piante e vedute","2.0","1982.0","-0.2692307692307693","0.5","1.0","architecture"
"VEA0081027","2.0","Fontana, Gianjacopo","12","True","8254","30","True","False","False","0","Venezia","IT","ita","Cento palazzi fra i più celebri di Venezia : sul Canalgrande e nelle vie interne dei sestieri","3.0","1865.0","0.08518600044023772","0.864406779661017","-0.09454105216817077","architecture"
"VEA0081708","3.0","Cope, Maurice E","10","True","37053","11","True","False","False","0","New York","US","eng","The Venetian Chapel of the Sacrament in the Sixteenth century","3.0","1978.0","-0.6041666666666667","0.3333333333333333","0.75","architecture"
"VEA0082126","3.0","Huse, Norbert","13","True","3573","18","True","True","True","334","Munchen","DE","ger","Venedig: die Kunst der Renaissance : Architektur, Skulptur, Malerei, 1460-1590","3.0","1986.0","0.0","0.7659574468085106","-0.08510638297872342","architecture"
"VEA0082981","3.0","Lewis, Douglas","18","True","21182","11","True","False","False","0","Washington","US","eng","The drawings of Andrea Palladio","3.0","1981.0","0.2867647058823529","0.875","-0.5012254901960783","architecture"
"VEA0083327","3.0","Casini, Matteo","74","True","29785","14","True","True","True","263","Venezia","IT","ita","I gesti del principe : la festa politica a Firenze e Venezia in età rinascimentale","3.0","1996.0","0.32307692307692315","0.9230769230769231","-0.45999999999999996","history"
"VEA0086242","3.0","Girgensohn, Dieter","14","True","10654","10","True","False","False","0","Gottingen","DE","ger","Kirche, Politik und adelige Regierung in der Republik Venedig zu Beginn des 15. Jahrhunderts","3.0","","0.11428571428571432","0.7142857142857143","-0.4285714285714286","history"
"VEA0091006","3.0","Vittoria, Maurizio","20","True","24438","10","True","False","False","0","Roma","IT","ita","Breve storia di Venezia : dalle origini ai giorni nostri","3.0","1997.0","0.04901960784313719","0.8823529411764706","0.3790849673202614","history"
"VEA0091246","3.0","Romano, Dennis","17","True","29724","11","True","False","False","0","Baltimore \etc","US","eng","Housecraft and statecraft : domestic service in Renaissance Venice, 1400-1600","3.0","1996.0","0.4117647058823529","1.0","-0.647875816993464","history"
"VEA0091445","3.0","Brown, Patricia Fortini","25","True","20288","13","True","False","True","0","New Haven","US","eng","Venice & antiquity : the Venetian sense of the past","3.0","1996.0","-0.472972972972973","0.5","0.27297297297297307","architecture"
"VEA0092536","2.0","Foscari, Lodovico","34","True","8067","15","True","False","False","0","Milano","IT","ita","Affreschi esterni a Venezia","3.0","1936.0","-0.2559139784946237","0.6774193548387096","0.30806451612903224","architecture"
"VEA0093404","2.0","Guisconi, Anselmo","6","True","19306","20","True","False","False","0","Venezia","IT","ita","Tutte le cose notabili e belle che sono in Venetia : dialogo di M. Anselmo Guisconi, 1556","1.0","1861.0","0.0","0.5714285714285714","0.11904761904761907","architecture"
"VEA0094566","3.0","Imhaus, Brunehilde","141","True","10928","10","True","True","True","110","Roma","IT","ita","Le minoranze orientali a Venezia, 1300-1510","3.0","1997.0","0.2857142857142857","1.0","-1.0","history"
"VEA0095507","3.0","Concina, Ennio","46","True","18681","11","True","False","False","0","Venezia","IT","ita","Fondaci : architettura, arte e mercatura tra Levante, Venezia e Alemagna","3.0","1997.0","-0.028225806451612878","0.875","0.08131720430107525","history"
"VEA0097269","3.0","McTavish, David","6","True","28751","10","True","False","False","0","New York","US","eng","Giuseppe Porta called Giuseppe Salviati","3.0","1981.0","-0.14423076923076927","0.625","-0.29807692307692313","arts"
"VEA0097519","3.0","Hunecke, Volker","34","True","907","13","True","True","True","159","Roma","IT","ita","Il patriziato veneziano alla fine della Repubblica : 1646-1797","3.0","1997.0","0.06666666666666665","1.0","-0.4166666666666667","history"
"VEA0100278","3.0","Davanzo Poli, Doretta","9","True","21000","13","True","False","False","0","s.l","IT","ita","I mestieri della moda a Venezia nei sec. 13.-18. : documenti","1.0","1986.0","0.22352941176470587","0.8235294117647058","-0.05294117647058816","arts"
"VEA0109503","3.0","Decroisette, Françoise","4","True","31914","10","True","False","False","0","Paris","FR","fre","Venise au temps de Goldoni","3.0","1999.0","0.1692307692307693","0.7692307692307693","0.18461538461538463","history"
"VEA0110268","2.0","Soranzo, Girolamo","22","True","27562","36","True","False","False","0","Venezia","IT","ita","Bibliografia veneziana in aggiunta e continuazione del saggio di Emmanuele Antonio Cicogna","2.0","1885.0","0.1151685393258427","0.8651685393258427","-0.062238378497466496","history"
"VEA0115508","2.0","Errera, Alberto","23","True","32547","16","True","False","False","0","Venezia","IT","ita","Storia e statistica delle industrie venete e accenni al loro avvenire","3.0","1870.0","-0.1871657754010695","0.6363636363636364","0.0401069518716578","history"
"VEA0115826","3.0","Vianelli, Girolamo","2","True","4910","10","True","False","False","0","Sottomarina, \\Chioggia","IT","ita","Nuova serie de' vescovi di Malamocco e di Chioggia","2.0","1999.0","0.3405172413793104","0.9655172413793104","-0.6928879310344828","history"
"VEA0116425","3.0","Morresi, Manuela","114","True","31343","11","True","False","False","0","Milano","IT","ita","Jacopo Sansovino","3.0","2000.0","0.5","1.0","-0.5361111111111112","architecture"
"VEA0116725","2.0","Brown, Horatio F","7","True","10361","13","True","False","False","0","London","GB","eng","Studies in the history of Venice","3.0","1907.0","0.16666666666666663","1.0","-0.8888888888888888","history"
"VEA0118195","2.0","Sanudo, Marino","35","True","29509","38","True","False","False","0","Venezia","IT","ita","I diarii di Marino Sanuto","1.0","1879.0","-0.017710758020443307","0.8536585365853658","-0.07967311000910837","history"
"VEA0118457","2.0","Urbani de Gheltof, Giuseppe Marino","24","True","22933","12","True","False","False","0","Venise","IT","fre","Les arts industriels a Venise au Moyen age et à la Renaissance","3.0","1885.0","0.09595959595959602","0.7777777777777778","0.2676767676767677","arts"
"VEA0118488","2.0","Tafel, Gottlieb Lukas Friedrich","5","True","24678","11","True","False","False","0","Munchen","DE","ger","Der Doge Andreas Dandolo und die von demselben angelegten Urkundensammlungen zur Staats und Handelsgeschichte Venedigs","3.0","1855.0","0.5384615384615384","1.0","-0.7980769230769231","history"
"VEA0118519","2.0","Zanetti, Vincenzo","26","True","1753","21","True","False","False","0","Venezia","IT","ita","Guida di Murano e delle celebri sue fornaci vetrarie : corredata di note storiche artistiche biografiche cronologiche ..","2.0","1866.0","-0.3458646616541354","0.3684210526315789","0.2936507936507937","history"
"VEA0120478","3.0","Howard, Deborah","24","True","25608","10","True","False","True","0","New Haven","US","eng","Venice & the East : the impact of the Islamic world on Venetian architecture, 1100-1500","3.0","2000.0","0.375","0.875","-0.22916666666666663","history"
"VEA0123257","3.0","Cozzi, Gaetano","44","True","13923","10","True","False","False","0","Venezia","IT","ita","La società veneta e il suo diritto : saggi su questioni matrimoniali, giustizia penale, politica del diritto, sopravvivenza del diritto veneto nell'Ottocento","3.0","2000.0","0.0","1.0","-0.3194444444444444","history"
"VEA0129757","2.0","Selvatico, Pietro","13","True","23408","18","True","False","False","0","Venezia","IT","ita","Guida artistica e storica di Venezia e delle isole circonvicine","2.0","1881.0","-0.06493506493506496","0.5714285714285714","-0.059601113172541687","architecture"
"VEA0139784","2.0","Selvatico, Pietro","28","True","33482","55","True","False","False","0","Venezia","IT","ita","Sulla architettura e sulla scultura in Venezia dal Medio Evo sino ai nostri giorni","3.0","1847.0","0.19501750806988305","0.9237170596393898","-0.27102678765789917","architecture"
"VEA0147625","2.0","Venezia","6","True","32349","13","True","False","False","0","Venezia","IT","ita","Sunto storico alfabetico e cronologico delle deliberazioni emesse dal consiglio municipale di Venezia dal 1808 a tutto il 1866 premessivi alcuni ragguagli documentati sulla caduta della Repubblica e sulle discipline civili e amministrative attuate dal 1798 a tutto il 1807","2.0","1871.0","0.15110356536502545","0.6774193548387096","-0.26825127334465204","history"
"VEA0149600","3.0","Gaier, Martin","54","True","2291","13","True","True","True","334","Venezia","IT","ita","Facciate sacre a scopo profano : Venezia e la politica dei monumenti dal Quattrocento al Settecento","3.0","2002.0","-0.40259740259740256","0.45454545454545453","0.6298701298701298","arts"
"VEA0154251","2.0","Sanudo, Marino","23","True","5777","10","True","False","False","0","Padova","IT","ita","Itinerario di Marin Sanuto per la terraferma veneziana nell'anno 1483","3.0","1847.0","0.0","0.7692307692307693","0.0","history"
"VEA0158720","3.0","Gallo, Rodolfo","3","True","18359","21","True","True","True","128","Venezia","IT","ita","Il Tesoro di San Marco e la sua storia","3.0","1967.0","-0.30864787386526515","0.6043956043956044","0.10167224080267556","arts"
"VEA0176352","2.0","Tassini, Giuseppe","4","True","16771","31","True","False","False","0","Venezia","IT","ita","Curiosità veneziane, ovvero origini delle denominazioni stradali di Venezia","3.0","1863.0","-0.07645547098942373","0.6026490066225165","0.06353167935158643","architecture"
"VEA0183332","2.0","Moschini, Giannantonio","6","True","24171","13","True","False","False","0","Venezia","IT","ita","Nuova guida di Venezia","2.0","1847.0","0.48829431438127097","0.9230769230769231","-0.5","architecture"
"VEA0766883","3.0","Trucolo, Amedeo","2","True","33135","13","True","False","False","0","Venezia","IT","ita","Chiesa di Santa Maria Formosa, Venezia","3.0","2007.0","-0.09722222222222221","0.7777777777777778","0.13194444444444442","architecture"
"VEA0777543","2.0","Nani Mocenigo, Filippo","4","True","34728","10","True","False","False","0","Venezia","IT","ita","Artisti veneziani del secolo 19. : note ed appunti","3.0","1898.0","-0.038461538461538436","0.46153846153846156","0.5641025641025642","architecture"
"VEA1007566","1.0","Carlevarijs, Luca","2","True","22700","17","True","False","False","0","Venezia","IT","ita","Le fabriche, e vedute di Venetia disegnate, poste in prospettiva, et intagliate da Luca Carlevariis con privilegii","1.0","1703.0","-0.326923076923077","0.5384615384615384","0.3173076923076924","architecture"
